,index_0,index_1,behavior_0,behavior_1,objective,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9,solution_10,solution_11,solution_12,solution_13,solution_14,solution_15,solution_16,solution_17,solution_18,solution_19,solution_20,solution_21,solution_22,solution_23,solution_24,solution_25,solution_26,solution_27,solution_28,solution_29,solution_30,solution_31,solution_32,solution_33,solution_34,solution_35,solution_36,solution_37,solution_38,solution_39,solution_40,solution_41,solution_42,solution_43,solution_44,solution_45,solution_46,solution_47,solution_48,solution_49
0,44,2,44.0,2.0,377.0,1.0,0.7065905709241269,1.0,0.3697280668627114,0.26642580428660534,0.9380298301330938,0.7723921793654485,-0.18699152521190793,0.2153294300692152,0.7358346412471424,0.45748760327887694,-0.15060185580796537,-0.3915176375314253,1.0,1.0,-1.0,0.20142296264362425,-1.0,0.037780075692163045,-0.06151878848658465,-0.14736598611070129,0.12688772900798567,0.058061180517476496,-0.49755438698507426,1.0,1.0,0.6600820200977341,0.6322333853516224,-1.0,-1.0,1.0,1.0,0.9259108204553752,0.4418678836597063,0.1414402605579425,0.9880877972094819,0.54834404364497,-0.9895742413342734,0.02771433734919415,0.11863144346409646,0.9534134959343221,0.9255303766205711,-1.0,-0.8411201095055113,-0.22318517799747498,1.0,-0.5249409008085094,-0.45070983454553637,0.05176205180264373,0.6670352154592001
1,41,1,41.0,1.0,382.0,0.1953041128412205,0.690070364129118,0.4962289857935181,0.4300750372722798,0.03232400205324526,0.4789551800742742,0.3464248161804103,0.5030243382673873,0.9037494590479952,1.0,0.8209032456281601,-1.0,-0.6035717934100313,1.0,0.11180352916527377,-0.636150951472104,1.0,-0.6376656263042622,0.27358987261600154,0.7655935977630217,0.9088664404647786,0.8679625156657256,-0.5251342467897886,-0.043205204214706916,1.0,0.6356666540353758,0.8290501112439331,0.5571879709839856,-0.48113969419221636,-0.4459336574051863,1.0,0.6517351359216046,0.1623340117715492,0.1634199674314492,0.4056015339617042,1.0,0.2160248603476113,-0.062008061958392396,0.18060581416095667,0.3111858633413855,0.42485657001677907,-0.048624304881496716,-0.5543613952101822,-0.14390677113535544,0.03746496444765257,-0.12282379317404613,-0.34384615495237114,-0.8016961056170653,0.9793092695963559,1.0
2,45,2,45.0,2.0,367.0,-0.3430074120176327,1.0,-1.0,0.8676373242321173,-0.29853818089933193,0.8581864339655187,-0.03876679001675076,-1.0,-0.07858232148234928,-0.5118813799454736,0.8167413288533206,0.4124913819298961,0.7035454570523452,0.5730744490144696,0.5144391286112828,0.8874421428650706,-0.726559664551619,-0.32266061763865383,0.8323560015469597,-0.10856596999383974,0.31530546854898,0.31939673736073754,0.9421690429237352,-1.0,-0.6631574231920753,-0.557886257895313,-0.9232690640876114,0.6738802757449409,-0.40442112755700765,-0.11414045549176832,-0.7504668414234914,1.0,-0.39252277502360966,-0.5402742841791808,1.0,-0.2346484980613308,-0.32291245294516574,-0.5935093357879588,-0.692123783250851,-1.0,-1.0,0.7364642061407141,-0.11218084802599548,-1.0,0.16860532245696044,-0.4738732457903107,0.39631701818189224,0.213740361579782,0.8874060430271904,-0.41164977541080927
3,45,3,45.0,3.0,370.0,1.0,0.6047127475571946,0.9934596017501056,0.6218282149033485,0.618394170898073,0.6482214802151542,0.5418780573182101,-0.05941274679000541,-0.0742471717961107,0.8186817521926391,1.0,-0.36170191123759565,-1.0,1.0,0.854854282248752,-0.25735009683537613,1.0,-1.0,0.5749549207637028,0.12522452848298005,0.6646033635403424,0.6445541132647907,0.7705265378357995,0.9958510558612018,1.0,0.5060710881544948,0.5515835210578739,0.21105927643377642,-1.0,-0.9751709270547703,1.0,0.5793470203040076,-0.3903776735989832,-0.3775598509845856,0.3476224083730132,1.0,-0.20144661160532276,-1.0,0.6499605323790022,0.6849550767070923,1.0,1.0,-0.8907117374235581,-1.0,0.5076133134208793,1.0,-0.709607167761078,-1.0,0.007768977487417117,0.5009651817383778
4,42,2,42.0,2.0,382.0,0.5911351831641429,-0.3572655365500629,0.34831023730495747,0.3698003833317395,-0.1380493814981644,1.0,0.7498991500496264,-0.6175946554032313,-0.8255448385209566,0.5345072861126885,0.3981364961220961,-1.0,-0.26300590729697876,0.7619295901311453,0.13516881831106697,-1.0,1.0,-0.939604736831669,0.41305757749879857,0.7288409114228407,1.0,0.309268290566784,1.0,-0.016972562749525133,1.0,0.5141792128991223,0.30808943392516247,0.23876967524941684,-1.0,-1.0,1.0,0.7997097639192008,0.5082213992974705,-1.0,0.7670826831401492,0.9012542687123686,0.13765973317142438,-0.13717494907214334,0.058567601985484774,0.2840327573223689,-0.6182458903792147,0.8841663478155269,-0.9562888962475895,0.09560022411362595,-0.06601579254859899,1.0,-0.18826409057647087,-0.578160287674607,-0.001395460519702879,0.9765725800796615
5,43,1,43.0,1.0,378.0,-0.3728868611573997,0.7612548840701977,0.4851970743591351,-0.25325323121152543,-1.0,1.0,-0.1704650653260047,-1.0,-1.0,-0.45012172174214965,0.2638716957419222,-1.0,-0.045409964351257937,0.8246065647646708,0.8518548025082017,0.5714271371198074,1.0,1.0,-1.0,-0.7240699006327933,1.0,-0.5245374163915862,0.8061010437486003,-0.47165433731256784,0.20059593705860912,0.20079464428866362,0.4155215299191839,0.549549374858866,0.0032821313082340153,-0.8678098945283527,1.0,-0.8102229177877227,-0.6599261935799139,-0.4494128217784652,-1.0,-0.2403430077946562,0.08545893098962748,1.0,0.12783075976619335,0.6404711914069465,0.8306786023057875,0.6711879024244868,1.0,-0.3893615216461944,0.2820830901175749,0.02239724489655831,0.14123888780396826,-0.9503595480595501,1.0,0.13565908201161647
6,42,1,42.0,1.0,377.0,0.3295485574489405,0.3162234062216158,-0.9633882636245278,-0.13360781224523033,0.22538146573907789,0.8693532403378403,0.5966691847511421,-0.21087962613115552,-0.3741794167515381,-0.13050669556680017,0.008595842964555234,-1.0,0.4509961924605907,0.9886344073217382,0.45369235265807883,-1.0,1.0,-1.0,1.0,1.0,0.7025045413195505,0.26406263096678145,0.9972466658172716,0.1804203317717766,-0.08221387521357815,0.06805141171772167,0.5817382083691768,-0.9082518184022035,-1.0,-0.422020494624058,0.5448747786340311,0.6905189679249182,0.1811319354174028,0.09403069826281585,-0.0753016971781878,0.6771680615844875,0.056007789774425304,0.49116703093494307,0.1070819282406678,0.8352451691306584,-1.0,0.699430416055087,-1.0,0.29841993252764376,0.6325580344936872,-0.26202958890442196,-0.9311938290155397,-0.8706366006398736,-0.9782218419451321,0.3681385383393724
7,41,0,41.0,0.0,367.0,-1.0,-0.4958088480737134,0.6072200011491069,-1.0,-1.0,-0.6425301540248682,-1.0,-0.12589518885817574,1.0,0.16406974071734093,-0.42233978522595805,-0.6433011084044764,0.404379855729827,-0.14585861598318836,1.0,1.0,-0.5901801603338297,0.22347935519466203,0.021827195268250443,1.0,-0.5859442574109079,1.0,-1.0,-0.13177377859212527,-0.13729504318379498,1.0,-1.0,-0.54411074069839,0.8100180404702528,0.8548496822691899,0.6840218343167795,-0.12946445600367495,-0.6900341271514321,1.0,1.0,0.43474020157596277,-0.9390859437433753,-0.47030727844054293,-1.0,-0.35044774384436117,-0.11368582592825038,0.02479876635489464,0.900231972844137,0.48382727197586717,-0.9713767313853909,-1.0,0.4559551589522534,0.3316073615413525,1.0,-0.17708130720682658
8,41,2,41.0,2.0,374.0,1.0,-0.2388493076176592,0.4029698926778731,1.0,-0.7629770965599786,1.0,0.3509960998794516,-0.3764673114458186,1.0,1.0,0.9935417721082953,-0.8895168066371432,0.03219522960535355,1.0,0.09054368650019862,-1.0,1.0,-0.9905773130734524,0.8347622299295983,1.0,0.7713516230615008,0.46918486270370474,-0.30012345540146135,-0.21688873116833776,1.0,0.4076589762340799,1.0,1.0,-1.0,-0.050846216973392644,0.8255695053830097,0.28874867055956865,0.33283211804272295,0.02101239295326225,1.0,1.0,0.28016946854169944,-0.27992565047769413,0.4370500670814127,0.30921687432458356,-0.24905527628005159,1.0,-0.8044672608946799,-0.155738433421858,-0.5414843714501417,0.664288738276646,-0.3002334960759245,-0.9198383361163214,0.6607830708596247,0.5973637750366079
9,43,3,43.0,3.0,374.0,1.0,0.4746876672897166,0.0466538366720457,-0.7121413138148831,-1.0,-1.0,0.10643316941814918,-0.724831080598962,0.22254632026284243,0.030285399075304725,-0.1101626029338903,0.9211032307098255,-0.6903480889491054,0.5374718486695396,0.10153469608598309,0.4375037935332836,-0.2743742380480041,-0.6591347308987023,-1.0,-0.22754847376313017,-0.1261053046321977,0.4402070852820954,-1.0,-0.08502465911817281,-0.25206939712124943,1.0,-0.57758036582225,-1.0,1.0,-0.17954353824007835,0.14066662894145687,0.22470332216405653,-0.30681247253757044,-0.4939250335628147,-0.26351713380485525,1.0,-0.03383660632670277,-0.19798039142683793,0.22040079764010678,1.0,0.8769325528323776,1.0,-0.5481772349022831,0.29982554780550447,0.22554377108018137,1.0,-1.0,-1.0,-1.0,0.1479335925256926
