,index_0,index_1,behavior_0,behavior_1,objective,solution_0,solution_1,solution_2,solution_3,solution_4,solution_5,solution_6,solution_7,solution_8,solution_9
0,0,43,0.0,43.0,114.0,-0.2971985062758493,0.1983183611106899,0.37204855793070585,0.45092620248983684,3.071983968925777,-3.1568948616609074,-2.625845215525411,-0.04469696676080215,-1.2626943909648531,-1.5519262456742215
1,0,62,0.0,62.0,319.0,-0.9829347891584719,-1.4957848427490745,0.37043487117832724,-2.7960263939609065,0.8244169235197342,2.476457266284635,2.079610513514682,-1.8276795244240325,-0.903054832753507,-1.2411121538199708
2,0,52,0.0,52.0,348.0,-1.5188543523686677,-2.4412325045584558,1.6186846169637996,-2.653453820921346,1.0473635914766255,3.4751205348191445,0.9386833319034797,-2.3996998991091623,-1.1377190560671493,-1.8057427145325804
3,0,21,0.0,21.0,168.0,-0.4655476146867002,4.42452624510378,1.5593132604782234,0.8981548082552193,1.0563208210324988,1.4515587447057108,0.7102843938771768,0.45702664798028664,0.33220658701878525,-4.176083691771016
4,0,53,0.0,53.0,135.0,0.7077967005142165,0.8480430451099972,-0.07587494764143782,-0.15767067540115765,-1.2739916339165558,0.45936900579770595,0.8972128146472347,-1.0464589796312609,0.8841471716214084,-0.049609061596865955
5,0,23,0.0,23.0,0.890625,0.5623365828022425,0.30770545955191325,4.7401462340236815,0.12466558630736474,1.5242292300030795,-1.4837939815601915,-0.7753876863149296,0.22248032153896782,-1.4891521251054183,-1.7563722175050136
6,0,2,0.0,2.0,146.0,2.0299925286530884,3.4270112047516585,1.5726838105520629,-0.038121294623563215,4.109478522562371,0.009681240104846112,1.3977438778309712,0.6847268692904,-1.598778533180829,-1.133988342547577
7,1,21,1.0,21.0,208.0,-1.288030826356735,2.90391396042511,2.4479094952761553,-0.2181600538702304,2.277650689653477,-0.8142902617286476,1.1240150591441997,1.7527808908012112,0.8889346493353556,-2.4348998399075543
8,0,22,0.0,22.0,163.0,0.8069616750525159,2.3334192756370014,3.1406470797528168,1.4684830074469295,3.1936609111396237,0.28749046810012924,-0.15088128723878358,-1.5781136676755283,-0.8735243294469367,-2.113771060411421
9,2,54,2.0,54.0,0.8394886363636364,1.6338183966291946,1.977572044359659,0.6974487307439127,0.22740510848233947,-0.4859720855987436,-0.3791827613246903,-1.6399150786554493,1.007905422275929,-0.5273442983799204,3.592801060735138
